Year,Educational Level,Academic Level,Type of Educational Institution,Region,State,Type of University,University Name,General Field,Field,Specialization,Education type,Gender,Nationality,Number of Students
1/1/2015,دراسات عليا,ماجستير,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,الأعمال والإدارة والقانون,القانون,القانون,منتظم,ذكر,سعودي,19
1/1/2017,دبلوم متوسط,دبلوم متوسط,مؤسسات التعليم العالي الأخرى,القصيم,بريدة,كلية,المؤسسة العامة للتدريب التقني والمهني,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,منتظم,ذكر,سعودي,17
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,حائل,حائل,جامعة,جامعة حائل,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,الهندسة المعمارية وتخطيط المدن,منتظم,ذكر,غير سعودي,11
1/1/2016,بكالوريوس,بكالوريوس,جامعات حكومية,الجوف,الجوف,جامعة,جامعة الجوف,تكنولوجيا الاتصالات والمعلومات,تكنولوجيا الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,موازي,أنثى,سعودي,45
1/1/2015,دراسات عليا,دبلوم عالي,جامعات حكومية,مكة المكرمة,الليث,جامعة,جامعة أم القرى,التعليم,التعليم,علم التربية,موازي,أنثى,سعودي,40
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,رماح,جامعة,جامعة المجمعة,الفنون والعلوم الإنسانية,الدراسات الإنسانية,الدين وعلوم الأديان,منتظم,ذكر,سعودي,305
1/1/2013,دراسات عليا,ماجستير,جامعات حكومية,عسير,أبها,جامعة,جامعة الملك خالد,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,منتظم,أنثى,سعودي,24
1/1/2017,دبلوم متوسط,دبلوم متوسط,مؤسسات التعليم العالي الأخرى,الرياض,الخرج,كلية,المؤسسة العامة للتدريب التقني والمهني,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الميكانيك والحرف المعدنية,منتظم,ذكر,سعودي,250
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,الشرقية,الإحساء,جامعة,جامعة الملك فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,منتظم,أنثى,سعودي,131
1/1/2015,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,المزاحمية,جامعة,جامعة الملك سعود,البرامج والمؤهلات العامة,البرامج والمؤهلات العامة,البرامج والمؤهلات العامة,منتظم,ذكر,غير سعودي,2
1/1/2014,دبلوم متوسط,دبلوم متوسط,مؤسسات التعليم العالي الأخرى,الشرقية,الجبيل,كلية,كلية الجبيل الصناعية,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,منتظم,ذكر,سعودي,141
1/1/2016,دراسات عليا,ماجستير,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,منتظم,ذكر,غير سعودي,1
1/1/2016,بكالوريوس,بكالوريوس,جامعات حكومية,تبوك,تبوك,جامعة,جامعة تبوك,تكنولوجيا الاتصالات والمعلومات,تكنولوجيا الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,منتظم,أنثى,غير سعودي,8
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,الطائف,جامعة,جامعة الطائف,الفنون والعلوم الإنسانية,اللغات,إكتساب اللغات,منتظم,ذكر,غير سعودي,6
1/1/2014,دراسات عليا,دبلوم عالي,جامعات حكومية,حائل,حائل,جامعة,جامعة حائل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,منتظم,أنثى,سعودي,2
1/1/2016,دراسات عليا,ماجستير,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,موازي,ذكر,غير سعودي,1
1/1/2015,بكالوريوس,بكالوريوس,جامعات حكومية,الجوف,الجوف,جامعة,جامعة الجوف,التعليم,التعليم,تدريب المعلمين مع موضوع تخصصي,منتظم,أنثى,سعودي,1
1/1/2014,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الكهرباء والطاقة,منتظم,ذكر,سعودي,228
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,علوم الأرض,منتظم,ذكر,سعودي,599
1/1/2016,دراسات عليا,ماجستير,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية,الدين وعلوم الأديان,موازي,ذكر,سعودي,23
1/1/2016,دراسات عليا,ماجستير,جامعات حكومية,الشرقية,الإحساء,جامعة,جامعة الملك فيصل,الزراعة والحراجة ومصائد الأسماك والبيطرة,البيطرة,البيطرة,منتظم,ذكر,سعودي,3
1/1/2017,دراسات عليا,ماجستير,جامعات وكليات أهلية,الرياض,الرياض,جامعة,جامعة اليمامة الأهلية,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,منتظم,أنثى,سعودي,17
1/1/2017,دراسات عليا,ماجستير,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاجتماع والدراسات الثقافية,منتظم,أنثى,سعودي,19
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,عسير,خميس مشيط,جامعة,جامعة الملك خالد,الصحة والرفاة,الصحة,التشخيص الطبي وتكنولوجيا العلاج,منتظم,ذكر,سعودي,127
1/1/2014,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود,الصحة والرفاة,الصحة,العلاج وإعادة التأهيل,منتظم,أنثى,سعودي,96
1/1/2016,دراسات عليا,دبلوم عالي,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,التعليم,التعليم,تدريب المعلمين دون موضوع تخصصي,موازي,أنثى,سعودي,410
1/1/2014,دبلوم متوسط,دبلوم متوسط,مؤسسات التعليم العالي الأخرى,الشرقية,الجبيل,كلية,كلية الجبيل الصناعية,الأعمال والإدارة والقانون,الأعمال والإدارة,برامج غير محددة في الأعمال والإدارة,منتظم,ذكر,سعودي,501
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,الحدود الشمالية,عرعر,جامعة,جامعة الحدود الشمالية,الصحة والرفاة,الصحة,الطب,منتظم,أنثى,غير سعودي,2
1/1/2014,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود,الفنون والعلوم الإنسانية,اللغات,إكتساب اللغات,منتظم,أنثى,غير سعودي,66
1/1/2013,دراسات عليا,ماجستير,جامعات حكومية,مكة المكرمة,جدة,جامعة,جامعة الملك عبدالعزيز,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,منتظم,أنثى,سعودي,70
1/1/2016,دراسات عليا,ماجستير,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود,العلوم الاجتماعية والصحافة والإعلام,الصحافة والإعلام,الصحافة وإعداد التقارير,موازي,ذكر,سعودي,44
1/1/2014,بكالوريوس,بكالوريوس,جامعات حكومية,المدينة المنورة,العلا,جامعة,جامعة طيبة,الفنون والعلوم الإنسانية,برامج غير محددة في الفنون والعلوم الإنسانية,برامج غير محددة في الفنون والعلوم الإنسانية,منتظم,أنثى,سعودي,9
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,الشرقية,الخفجي,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,البيولوجيا,منتظم,أنثى,غير سعودي,4
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,الطائف,جامعة,جامعة الطائف,الصحة والرفاة,الصحة,العلاج وإعادة التأهيل,منتظم,أنثى,سعودي,182
1/1/2014,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,جدة,جامعة,جامعة الملك عبدالعزيز,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,منتظم,أنثى,سعودي,140
